Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
CD-2060,1055166,,Darwin Correlation Task - Create Measurement Plan Parser & Loader,Task,Closed,Done,alfredo.moreira,18/Sep/17 2:20 PM,06/Oct/17 1:40 PM,18/Sep/17 2:21 PM,Done in Sep 2017,,,Maintenance Hardware,,,4.0,4.0
CD-2061,1055167,,Darwin Correlation Task - Define Test Plan Rules Structure and Rules Check,Task,Closed,Done,alfredo.moreira,18/Sep/17 2:22 PM,06/Oct/17 1:40 PM,18/Sep/17 2:24 PM,Done in Sep 2017,,,Maintenance Hardware,,,4.0,4.0
CD-2062,1055169,,Darwin Correlation Task - Create Test Plan Generator,Task,Closed,Done,alfredo.moreira,18/Sep/17 2:27 PM,06/Oct/17 1:40 PM,27/Sep/17 4:24 PM,Done in Sep 2017,,,Maintenance Hardware,,,8.0,12.0
CD-2063,1055316,,Finalize and commit testProgramAware implementation,Task,Closed,Done,robert.adonyi,19/Sep/17 9:47 AM,06/Oct/17 1:40 PM,05/Oct/17 1:06 PM,Done in Sep 2017,,,Maintenance Hardware,,,1.0,3.0
CD-2064,1056565,1055161,Enhance Python Correlation: DMM,Sub-task,Closed,Done,eduard.stefes,22/Sep/17 10:49 AM,06/Oct/17 1:40 PM,05/Oct/17 1:05 PM,Done in Sep 2017,,,Maintenance Hardware,,,5.0,5.0
CD-2065,1056747,,Darwin Correlation Task - Write Code for Saving the Results,Task,Closed,Done,alfredo.moreira,25/Sep/17 9:35 AM,06/Oct/17 1:40 PM,29/Sep/17 9:06 AM,Done in Sep 2017,,,Maintenance Hardware,,,8.0,8.0
CD-2066,1056763,1019043,September 2017 - Ramp of Engineer,Sub-task,Closed,Done,abhishek.basava,25/Sep/17 10:06 AM,10/Oct/17 5:19 PM,04/Oct/17 9:07 AM,Done in Sep 2017,,,Application Service,,,30.0,30.0
CD-2067,1056765,1019043,September 2017 - Ramp of Engineer,Sub-task,Closed,Done,wilfredo.nazareno,25/Sep/17 10:06 AM,10/Oct/17 5:20 PM,04/Oct/17 9:08 AM,Done in Sep 2017,,,Application Service,,,20.0,20.0
CD-2068,1057343,,v93000-common_1.2.6 testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Sep/17 2:43 PM,06/Oct/17 1:40 PM,29/Sep/17 10:52 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2069,1057344,,v93000-common_1.2.6 testcycle on LTH Horus,Task,Closed,Done,herbert.graf,27/Sep/17 2:43 PM,06/Oct/17 1:40 PM,29/Sep/17 10:53 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,1.5,1.5
CD-2070,1057346,,v93000-common_1.2.6 testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,27/Sep/17 2:44 PM,06/Oct/17 1:40 PM,28/Sep/17 11:17 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2071,1057348,,v93000-common_1.2.6 testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,27/Sep/17 2:45 PM,06/Oct/17 1:40 PM,28/Sep/17 11:17 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2072,1057351,,8.1.0.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Sep/17 2:47 PM,06/Oct/17 1:40 PM,29/Sep/17 10:53 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2073,1057352,,8.1.0.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Sep/17 2:48 PM,06/Oct/17 1:40 PM,29/Sep/17 10:53 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2074,1057353,,8.1.1.0-1i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Sep/17 2:49 PM,06/Oct/17 1:40 PM,29/Sep/17 10:53 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2075,1057354,,8.1.1.0-1i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Sep/17 2:49 PM,06/Oct/17 1:40 PM,29/Sep/17 10:54 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2076,1057355,,8.1.1.0-1i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,27/Sep/17 2:50 PM,06/Oct/17 1:40 PM,29/Sep/17 4:06 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2077,1057356,,8.1.1.0-1i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,27/Sep/17 2:51 PM,06/Oct/17 1:40 PM,29/Sep/17 4:06 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2078,1057357,,8.0.8.3-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Sep/17 2:52 PM,06/Oct/17 1:40 PM,02/Oct/17 4:48 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2079,1057358,,8.0.8.3-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Sep/17 2:52 PM,06/Oct/17 1:40 PM,02/Oct/17 4:49 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2080,1057360,,8.0.8.3-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,27/Sep/17 2:53 PM,06/Oct/17 1:40 PM,29/Sep/17 4:07 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2081,1057362,,8.0.8.3-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,27/Sep/17 2:54 PM,06/Oct/17 1:40 PM,29/Sep/17 4:06 PM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2082,1057363,,7.4.3.4-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Sep/17 2:56 PM,06/Oct/17 1:40 PM,29/Sep/17 10:51 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,3.5,3.5
CD-2083,1057364,,7.4.3.4-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Sep/17 2:57 PM,06/Oct/17 1:40 PM,29/Sep/17 10:52 AM,Done in Sep 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2084,1057520,1036835,Implement and Debug Flash Access in VUS by user program for Microblaze with QZI,Sub-task,Closed,Done,tanzeelur.rehman,28/Sep/17 3:37 PM,07/Nov/17 4:33 PM,06/Nov/17 11:39 AM,Done in Oct 2017,,,FPGA,,,15.0,25.0
CD-2085,1057521,,Uart packetizer implementation in RTL for ZYNQ CB,Task,Closed,Done,tanzeelur.rehman,28/Sep/17 3:38 PM,07/Nov/17 4:33 PM,06/Nov/17 11:39 AM,Done in Oct 2017,,,FPGA,,,20.0,15.0
CD-2086,1057522,,Provide status information on DIB from VUS,Task,Closed,Done,padmaprasad.boopal-c,28/Sep/17 3:48 PM,07/Nov/17 4:33 PM,06/Nov/17 11:51 AM,Done in Oct 2017,,,FPGA,,,35.0,24.0
CD-2087,1057605,,PMU Code - Go through the code review,Task,Closed,Done,alfredo.moreira,29/Sep/17 9:08 AM,06/Oct/17 1:40 PM,29/Sep/17 3:54 PM,Done in Sep 2017,,,Maintenance Hardware,,,1.0,1.0
CD-2088,1057686,,Darwin Correlation Task - Test the DMM,Task,Closed,Done,alfredo.moreira,29/Sep/17 3:55 PM,06/Oct/17 1:40 PM,29/Sep/17 3:56 PM,Done in Sep 2017,,,Maintenance Hardware,,,1.0,1.0
CD-2089,1057771,,Darwin Correlation Task - Starting Integration of the Darwin Frontend,Task,Closed,Done,alfredo.moreira,02/Oct/17 9:17 AM,06/Nov/17 4:17 PM,17/Oct/17 8:16 AM,Done in Sep 2017,,,Maintenance Hardware,,,4.0,2.0
CD-2090,1057925,1047655,Provide Data Xchange wih Low Level Diag,Sub-task,Closed,Done,hleberer,04/Oct/17 7:11 AM,07/Nov/17 4:29 PM,02/Nov/17 11:39 AM,Done in Oct 2017,,,Maintenance Hardware,,,10.0,6.0
CD-2091,1057926,,"LowLevelDiag Startup, Client Admin",Task,Closed,Done,hleberer,04/Oct/17 7:12 AM,06/Oct/17 1:40 PM,04/Oct/17 7:13 AM,Done in Sep 2017,,,Maintenance Hardware,,,10.0,7.0
CD-2092,1058080,,PMU Code - Go through the code review,Task,Closed,Done,alfredo.moreira,05/Oct/17 8:48 AM,06/Nov/17 4:26 PM,10/Oct/17 8:49 AM,Done in Sep 2017,,,Maintenance Hardware,,,4.0,2.0
CD-2093,1058081,,PMU EShare Documentation,Task,Closed,Done,alfredo.moreira,05/Oct/17 8:50 AM,07/Nov/17 4:29 PM,30/Oct/17 8:41 AM,Done in Oct 2017,,,Maintenance Hardware,,,4.0,2.0
CD-2094,1058112,,"New design of EK851-26501-001 (not redesign, new design)",Task,Closed,Done,prabhavathy.venkatac,05/Oct/17 11:04 AM,07/Nov/17 4:29 PM,26/Oct/17 11:15 AM,Done in Oct 2017,,,PCB-Layout,,,26.0,35.0
CD-2095,1058114,,New design of EK051-26501-001,Task,Closed,Done,bharadwaj.chalamacha,05/Oct/17 11:10 AM,07/Nov/17 4:29 PM,26/Oct/17 11:21 AM,Done in Oct 2017,,,PCB-Layout,,,6.0,18.0
CD-2096,1058353,,"CPE, Bugfixing and Support",Task,Closed,Done,hleberer,05/Oct/17 12:58 PM,07/Nov/17 4:29 PM,02/Nov/17 11:40 AM,Done in Oct 2017,,,Maintenance Hardware,,,10.0,18.0
CD-2097,1058369,,Maintenance facade - Parser,Task,Closed,Done,robert.adonyi,05/Oct/17 2:29 PM,07/Nov/17 4:29 PM,02/Nov/17 11:39 AM,Done in Oct 2017,,,Maintenance Hardware,,,20.0,18.0
CD-2098,1058370,,Bug fixing,Task,Closed,Done,robert.adonyi,05/Oct/17 2:30 PM,07/Nov/17 4:29 PM,02/Nov/17 1:05 PM,Done in Oct 2017,,,Maintenance Hardware,,,8.0,13.0
CD-2099,1058371,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,05/Oct/17 2:30 PM,07/Nov/17 4:29 PM,02/Nov/17 1:05 PM,Done in Oct 2017,,,Maintenance Hardware,,,10.0,16.0
CD-2100,1058372,,VariantRegistry Refactoring,Task,Closed,Done,elvedin.mustafic,05/Oct/17 2:31 PM,07/Nov/17 4:31 PM,02/Nov/17 1:04 PM,Done in Oct 2017,,,Maintenance Hardware,,,15.0,23.0
CD-2101,1058375,1047655,Provide Generic Task for low level mpois,Sub-task,Closed,Done,hleberer,05/Oct/17 2:52 PM,07/Nov/17 4:29 PM,02/Nov/17 11:39 AM,Done in Oct 2017,,,Maintenance Hardware,,,20.0,6.0
CD-2102,1058377,,Startup ConfigDB Handling,Task,Closed,Done,elvedin.mustafic,05/Oct/17 2:54 PM,07/Nov/17 4:29 PM,09/Oct/17 12:49 PM,Done in Oct 2017,,,Maintenance Hardware,,,2.0,2.0
CD-2103,1058743,,PMU Code - Try to Improve the Code,Task,Closed,Done,alfredo.moreira,10/Oct/17 8:52 AM,07/Nov/17 4:29 PM,11/Oct/17 2:38 PM,Done in Oct 2017,,,Maintenance Hardware,,,2.0,2.0
CD-2104,1058811,,Ramp Driver NT,Task,Closed,Done,shubhangi.saxena,10/Oct/17 5:19 PM,13/Nov/17 2:54 PM,27/Oct/17 10:17 AM,Done in Oct 2017,,,Application Service,,,36.0,39.0
CD-2105,1058812,1019043,October 2017 - Ramp of Engineer,Sub-task,Closed,Done,abhishek.basava,10/Oct/17 5:19 PM,07/Nov/17 4:29 PM,27/Oct/17 10:16 AM,Done in Oct 2017,,,Application Service,,,36.0,36.0
CD-2106,1058813,1019043,October 2017 - Ramp of Engineer,Sub-task,Closed,Done,wilfredo.nazareno,10/Oct/17 5:20 PM,07/Nov/17 4:29 PM,27/Oct/17 10:16 AM,Done in Oct 2017,,,Application Service,,,36.0,36.0
CD-2107,1059502,,Validate TCAPI - main_cor_Facade outputs,Task,Closed,Done,robert.adonyi,13/Oct/17 9:54 AM,07/Nov/17 4:29 PM,02/Nov/17 1:06 PM,Done in Oct 2017,,,Maintenance Hardware,,,10.0,8.0
CD-2108,1059749,,Install Matlab,Task,Closed,Done,eduard.stefes,16/Oct/17 1:43 PM,07/Nov/17 4:29 PM,30/Oct/17 9:26 AM,Done in Oct 2017,,,Maintenance Hardware,,,4.0,4.0
CD-2109,1059835,,Darwin Correlation Task - Improve Code for Storing the Data to CSV,Task,Closed,Done,alfredo.moreira,17/Oct/17 8:18 AM,07/Nov/17 4:29 PM,18/Oct/17 8:01 AM,Done in Oct 2017,,,Maintenance Hardware,,,1.0,1.0
CD-2110,1060028,,Darwin Correlation Task - Analyzing preliminary data,Task,Closed,Done,alfredo.moreira,18/Oct/17 8:02 AM,07/Nov/17 4:33 PM,20/Oct/17 4:27 PM,Done in Oct 2017,,,Maintenance Hardware,,,7.0,7.0
CD-2111,1060089,,93k Coding Standards/ Code Review Process,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 11:42 AM,18/Oct/17 11:56 AM,,,,,Training and Documentation,,,0.0,0.0
CD-2112,1060138,,IFX Test Program Skeleton,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 4:12 PM,18/Oct/17 4:12 PM,,,,,Training and Documentation,,,0.0,0.0
CD-2113,1060140,,Pattern Conversion Methodology,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 4:16 PM,18/Oct/17 4:17 PM,,,,,Training and Documentation,,,0.0,0.0
CD-2114,1060141,,Hazardous State Checker,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 4:20 PM,18/Oct/17 4:21 PM,,,,,Training and Documentation,,,0.0,0.0
CD-2115,1060143,,Best Practice Instrumentation Layer,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 4:24 PM,18/Oct/17 4:37 PM,,,,,Training and Documentation,,,0.0,0.0
CD-2116,1060150,,TP360 - Test Time Analysis Tool,Task,Pre-Planning,,michael.schnaufer,18/Oct/17 4:57 PM,15/Jan/18 10:24 AM,,,,,Training and Documentation,,,0.0,0.0
CD-2117,1060229,1060089,V93k Coding Standards / Code Review Process,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 8:38 AM,07/Nov/17 4:33 PM,20/Oct/17 9:44 AM,Done in Oct 2017,,,Training and Documentation,,,10.0,10.0
CD-2118,1060234,1060089,V93k Coding Standards / Code Review Process,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 9:01 AM,07/Nov/17 4:33 PM,20/Oct/17 9:58 AM,Done in Oct 2017,,,Training and Documentation,,,8.0,8.0
CD-2119,1060237,1060141,Hazard State Checker,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 9:04 AM,07/Dec/17 4:48 PM,29/Nov/17 2:52 PM,Done in Nov 2017,,,Training and Documentation,,,14.0,16.0
CD-2120,1060239,1060150,TP360 - Test Time Analysis Tool,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 9:06 AM,07/Nov/17 4:33 PM,27/Oct/17 9:23 AM,Done in Oct 2017,,,Training and Documentation,,,10.0,8.0
CD-2121,1060256,1060138,IFX Test Program Skeleton,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 9:12 AM,07/Nov/17 4:33 PM,24/Oct/17 3:30 PM,Done in Oct 2017,,,Training and Documentation,,,6.0,6.0
CD-2122,1060373,1060089,93k Coding Standards/ Code Review Process,Sub-task,Closed,Done,terry.payet,19/Oct/17 10:15 AM,07/Nov/17 4:33 PM,25/Oct/17 1:21 PM,Done in Oct 2017,,,Training and Documentation,,,8.0,8.0
CD-2123,1060374,1060138,IFX Test Program Skeleton,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 10:16 AM,07/Nov/17 4:33 PM,23/Oct/17 9:23 AM,Done in Oct 2017,,,Training and Documentation,,,20.0,18.0
CD-2124,1060375,1060138,IFX Test Program Skeleton,Sub-task,Closed,Done,terry.payet,19/Oct/17 10:17 AM,07/Nov/17 4:33 PM,26/Oct/17 10:40 AM,Done in Oct 2017,,,Training and Documentation,,,2.0,2.0
CD-2125,1060376,1060140,Pattern Conversion Methodology,Sub-task,Open,,terry.payet,19/Oct/17 10:19 AM,19/Oct/17 11:02 AM,,,,,Training and Documentation,,,,
CD-2126,1060377,1060140,Pattern Conversion Methodology,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 10:19 AM,07/Dec/17 4:48 PM,29/Nov/17 2:53 PM,Done in Nov 2017,,,Training and Documentation,,,8.0,8.0
CD-2127,1060379,1060140,Pattern Conversion Methodology,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 10:21 AM,07/Nov/17 4:33 PM,24/Oct/17 2:20 PM,Done in Oct 2017,,,Training and Documentation,,,14.0,14.0
CD-2128,1060380,1060141,Hazard State Checker,Sub-task,Closed,Done,terry.payet,19/Oct/17 10:23 AM,07/Dec/17 4:48 PM,29/Nov/17 5:36 PM,Done in Nov 2017,,,Training and Documentation,,,4.0,6.0
CD-2129,1060381,1060141,Hazard State Checker,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 10:23 AM,07/Dec/17 4:48 PM,30/Nov/17 3:04 PM,Done in Nov 2017,,,Training and Documentation,,,22.0,22.0
CD-2130,1060382,1060143,Best Practice Instrumentation Layer,Sub-task,Closed,Done,terry.payet,19/Oct/17 10:25 AM,07/Nov/17 4:29 PM,25/Oct/17 5:00 PM,Done in Oct 2017,,,Training and Documentation,,,4.0,4.0
CD-2131,1060383,1060143,Best Practice Instrumentation Layer,Sub-task,Closed,Done,asad-ahmed.ansari,19/Oct/17 10:25 AM,07/Nov/17 4:29 PM,24/Oct/17 2:48 PM,Done in Oct 2017,,,Training and Documentation,,,4.0,4.0
CD-2132,1060384,1060143,Best Practice Instrumentation Layer,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 10:26 AM,07/Dec/17 4:47 PM,08/Nov/17 12:19 PM,Done in Nov 2017,,,Training and Documentation,,,9.0,9.0
CD-2133,1060385,1060150,TP360 - Test Time Analysis Tool,Sub-task,Closed,Done,terry.payet,19/Oct/17 10:28 AM,07/Nov/17 4:29 PM,25/Oct/17 4:19 PM,Done in Oct 2017,,,Training and Documentation,,,5.0,5.0
CD-2134,1060386,1060150,TP360 - Test Time Analysis Tool,Sub-task,Closed,Done,wassim.dhokar,19/Oct/17 10:29 AM,07/Nov/17 4:29 PM,26/Oct/17 2:05 PM,Done in Oct 2017,,,Training and Documentation,,,10.0,10.0
CD-2136,1060392,1060089,93k Coding Standards/ Code Review Process,Sub-task,Closed,Done,wilfredo.nazareno,19/Oct/17 10:57 AM,07/Dec/17 4:47 PM,03/Nov/17 8:59 AM,Done in Nov 2017,,,Training and Documentation,,,8.0,8.0
CD-2137,1060393,1060089,93k Coding Standards/ Code Review Process,Sub-task,Closed,Done,abhishek.basava,19/Oct/17 10:57 AM,07/Dec/17 4:47 PM,28/Nov/17 9:28 PM,Done in Nov 2017,,,Training and Documentation,,,8.0,8.0
CD-2139,1060395,1060138,IFX Test Program Skeleton,Sub-task,Closed,Done,wilfredo.nazareno,19/Oct/17 10:59 AM,19/Jan/18 11:39 AM,13/Dec/17 11:49 AM,Done in Dec 2017,,,Training and Documentation,,,6.0,6.0
CD-2140,1060396,1060138,IFX Test Program Skeleton,Sub-task,Closed,Done,abhishek.basava,19/Oct/17 10:59 AM,19/Jan/18 11:39 AM,13/Dec/17 2:38 PM,Done in Dec 2017,,,Training and Documentation,,,8.0,8.0
CD-2142,1060398,1060140,Pattern Conversion Methodology,Sub-task,Open,,wilfredo.nazareno,19/Oct/17 11:01 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2143,1060399,1060140,Pattern Conversion Methodology,Sub-task,Open,,abhishek.basava,19/Oct/17 11:02 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2145,1060402,1060141,Hazard State Checker,Sub-task,Open,,wilfredo.nazareno,19/Oct/17 11:03 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2146,1060403,1060141,Hazard State Checker,Sub-task,Open,,abhishek.basava,19/Oct/17 11:04 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2148,1060405,1060143,Best Practice Instrumentation Layer,Sub-task,Open,,wilfredo.nazareno,19/Oct/17 11:05 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2149,1060406,1060143,Best Practice Instrumentation Layer,Sub-task,Open,,abhishek.basava,19/Oct/17 11:06 AM,19/Oct/17 11:12 AM,,,,,Training and Documentation,,,,
CD-2151,1060408,1060150,TP360 - Test Time Analysis Tool,Sub-task,Closed,Done,wilfredo.nazareno,19/Oct/17 11:07 AM,07/Dec/17 4:48 PM,28/Nov/17 9:16 PM,7.4.4,Done in Nov 2017,,Training and Documentation,,,6.0,6.0
CD-2152,1060410,1060150,TP360 - Test Time Analysis Tool,Sub-task,Closed,Done,abhishek.basava,19/Oct/17 11:08 AM,07/Dec/17 4:48 PM,03/Nov/17 3:57 PM,Done in Nov 2017,,,Training and Documentation,,,10.0,10.0
CD-2153,1060700,,Darwin Correlation Task - Starting PMU Analyzes,Task,Closed,Done,alfredo.moreira,23/Oct/17 8:06 AM,07/Nov/17 4:33 PM,27/Oct/17 8:07 AM,Done in Oct 2017,,,Maintenance Hardware,,,12.0,12.0
CD-2154,1061016,,7.4.3.4-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 11:59 AM,07/Nov/17 4:33 PM,26/Oct/17 9:48 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2155,1061017,,7.4.3.4-FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,25/Oct/17 12:00 PM,07/Nov/17 4:33 PM,26/Oct/17 9:48 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2156,1061018,,7.4.3.4-RV testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,25/Oct/17 12:01 PM,07/Nov/17 4:33 PM,26/Oct/17 9:48 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2157,1061019,,7.4.3.4-RV testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 12:02 PM,07/Nov/17 4:33 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2158,1061020,,7.4.3.4-RV testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,25/Oct/17 12:03 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2159,1061022,,7.4.3.4-RV testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,25/Oct/17 12:03 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2160,1061024,,7.3.4.7.cs-FV testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,25/Oct/17 12:07 PM,07/Nov/17 4:33 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2161,1061025,,7.3.4.7.cs-FV testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 12:07 PM,07/Nov/17 4:33 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2162,1061026,,7.3.4.7.cs-FV testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,25/Oct/17 12:08 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2163,1061027,,7.3.4.7.cs-FV testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,25/Oct/17 12:09 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2164,1061029,,7.5.0.0-ITC2  testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,25/Oct/17 12:15 PM,07/Nov/17 4:33 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2165,1061030,,7.5.0.0-ITC2  testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,25/Oct/17 12:16 PM,07/Nov/17 4:33 PM,26/Oct/17 9:50 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2166,1061031,,7.5.0.0-ITC2  testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 12:17 PM,07/Nov/17 4:33 PM,26/Oct/17 9:50 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2167,1061032,,7.5.0.0-ITC2  testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,25/Oct/17 12:18 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2168,1061033,,7.5.0.0-ITC2  testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,25/Oct/17 12:19 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2169,1061034,,7.5.0.0-PS1600-TC  testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,25/Oct/17 12:22 PM,07/Nov/17 4:33 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2170,1061035,,7.5.0.0-PS1600-TC  testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,25/Oct/17 12:23 PM,07/Nov/17 4:29 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2171,1061036,,7.5.0.0-PS1600-TC  testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 12:24 PM,07/Nov/17 4:29 PM,26/Oct/17 9:50 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2172,1061037,,7.5.0.0-PS1600-TC  testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,25/Oct/17 12:25 PM,07/Nov/17 4:29 PM,26/Oct/17 9:50 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2173,1061039,,8.1.0.1-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,25/Oct/17 1:02 PM,07/Nov/17 4:29 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2174,1061040,,8.1.0.1-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,25/Oct/17 1:03 PM,07/Nov/17 4:29 PM,27/Oct/17 4:58 PM,Done in Oct 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2175,1061041,,8.1.0.1-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,25/Oct/17 1:03 PM,07/Nov/17 4:29 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2176,1061042,,8.1.0.1-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,25/Oct/17 1:04 PM,07/Nov/17 4:29 PM,26/Oct/17 9:49 AM,Done in Oct 2017,,,BBN-TestLab Testing,,,4.0,4.0
